bioproject,acc,biosample,consent,releasedate,librarysource,libraryselection,librarylayout,platform,instrument,organism,mbases,avgspotlen,assay_type,group,sample
PRJNA260091,SRR1290824,SAMN02777104,public,2016-03-25,METATRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 1000,human skin metagenome,7896,200,RNA-Seq,SAMN02777104,SRR1290824
PRJNA872116,SRR21973346,SAMN30890131,public,2023-06-29,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human skin metagenome,9051,302,WGS,SAMN30890131,SRR21973346
PRJNA471898,SRR7687983,SAMN09715303,public,2018-10-12,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500,human skin metagenome,6426,252,WGS,SAMN09715303,SRR7687983
PRJNA855020,SRR19981809,SAMN29478164,public,2022-07-05,TRANSCRIPTOMIC,RT-PCR,PAIRED,ILLUMINA,HiSeq X Ten,human skin metagenome,9201,300,RNA-Seq,SAMN29478164,SRR19981809
PRJNA558989,SRR9965904,SAMN12508998,public,2020-08-16,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500,human skin metagenome,4791,302,WGS,SAMN12508998,SRR9965904
PRJNA906500,SRR22444238,SAMN31926675,public,2022-12-08,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human skin metagenome,9760,302,WGS,SAMN31926675,SRR22444238
PRJNA1095567,SRR28535445,SAMN40729990,public,2024-04-05,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500,human skin metagenome,6266,502,WGS,SAMN40729990,SRR28535445
PRJNA604820,SRR17548779,SAMN21207566,public,2022-01-12,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human skin metagenome,9469,302,WGS,SAMN21207566,SRR17548779
PRJNA1155269,SRR30883095,SAMN43494664,public,2024-11-25,GENOMIC,RANDOM PCR,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human skin metagenome,6471,282,WGS,SAMN43494664,SRR30883095
PRJNA266117,SRR1647526,SAMN03160159,public,2014-11-16,METAGENOMIC,RANDOM PCR,PAIRED,ILLUMINA,Illumina HiSeq 2500,human skin metagenome,2060,260,WGA,SAMN03160159,SRR1647526
PRJNA1111475,SRR29213212,SAMN41394151,public,2025-02-05,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human skin metagenome,9303,302,WGS,SAMN41394151,SRR29213212
PRJNA1111475,SRR29213201,SAMN41394140,public,2025-02-05,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human skin metagenome,9438,302,WGS,SAMN41394140,SRR29213201
PRJNA935265,SRR23704081,SAMN33331137,public,2025-01-20,METAGENOMIC,RANDOM PCR,PAIRED,ILLUMINA,Illumina HiSeq 4000,human skin metagenome,6790,302,WGS,SAMN33331137,SRR23704081
PRJNA1013332,SRR25936502,SAMN37295790,public,2023-09-07,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 3000,human skin metagenome,9939,300,WGS,SAMN37295790,SRR25936502
PRJNA1095567,SRR28535447,SAMN40730006,public,2024-04-05,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500,human skin metagenome,6323,502,WGS,SAMN40730006,SRR28535447
PRJNA935688,SRR23496200,SAMN33323458,public,2023-06-05,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500,human skin metagenome,9774,294,WGS,SAMN33323458,SRR23496200
PRJNA889771,SRR21898752,SAMN31253662,public,2022-10-13,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human skin metagenome,4206,149,WGS,SAMN31253662,SRR21898752
PRJNA659776,SRR12542691,SAMN15925756,public,2021-09-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500,human skin metagenome,9535,302,WGS,SAMN15925756,SRR12542691
PRJNA471898,SRR7688793,SAMN09715422,public,2018-10-12,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500,human skin metagenome,5903,252,WGS,SAMN09715422,SRR7688793
PRJNA889771,SRR21898740,SAMN31253673,public,2022-10-13,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human skin metagenome,5249,149,WGS,SAMN31253673,SRR21898740
PRJNA1095567,SRR28535456,SAMN40729989,public,2024-04-05,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500,human skin metagenome,6166,502,WGS,SAMN40729989,SRR28535456
PRJNA415710,SRR6216824,SAMN07833583,public,2018-12-31,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500,human skin metagenome,1416,234,WGS,SAMN07833583,SRR6216824
PRJNA1211286,SRR32020015,SAMN46271926,public,2025-04-17,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human skin metagenome,6475,285,WGS,SAMN46271926,SRR32020015
PRJNA1099173,SRR28625058,SAMN40929006,public,2024-04-11,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 3000,human skin metagenome,7253,201,WGS,SAMN40929006,SRR28625058
PRJNA854811,SRR20002401,SAMN29453794,public,2024-07-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human skin metagenome,8920,302,WGS,SAMN29453794,SRR20002401
PRJNA855020,SRR19981810,SAMN29478163,public,2022-07-05,TRANSCRIPTOMIC,RT-PCR,PAIRED,ILLUMINA,HiSeq X Ten,human skin metagenome,9869,300,RNA-Seq,SAMN29478163,SRR19981810
PRJNA906500,SRR22444237,SAMN31926676,public,2022-12-08,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human skin metagenome,9507,302,WGS,SAMN31926676,SRR22444237
PRJEB67362,ERR12160696,SAMEA114404556,public,2023-10-27,METAGENOMIC,other,PAIRED,ILLUMINA,Illumina NovaSeq X,human skin metagenome,5025,302,WGS,SAMEA114404556,ERR12160696
PRJNA814343,SRR18292668,SAMN26549450,public,2023-02-22,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten,human skin metagenome,9586,300,WGS,SAMN26549450,SRR18292668
PRJNA260091,SRR2026980,SAMN03614186,public,2016-05-14,METATRANSCRIPTOMIC,unspecified,PAIRED,ILLUMINA,Illumina HiSeq 2500,human skin metagenome,4150,100,RNA-Seq,SAMN03614186,SRR2026980
PRJNA1073697,SRR27883930,SAMN39836441,public,2024-04-15,METAGENOMIC,MDA,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human skin metagenome,3478,302,WGS,SAMN39836441,SRR27883930
PRJNA471898,SRR7992620,SAMN10173381,public,2018-10-12,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500,human skin metagenome,5394,252,WGS,SAMN10173381,SRR7992620
PRJNA277905,SRR1950718,SAMN03398532,public,2016-03-26,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2000,human skin metagenome,3924,200,WGS,SAMN03398532,SRR1950718
PRJNA935688,SRR23496220,SAMN33323389,public,2023-06-05,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500,human skin metagenome,9787,290,WGS,SAMN33323389,SRR23496220
PRJNA46333,SRR3184500,SAMN04359952,public,2016-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2000,human skin metagenome,8934,202,WGS,SAMN04359952,SRR3184500
PRJNA1099173,SRR28624936,SAMN40929072,public,2024-04-11,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 3000,human skin metagenome,7320,201,WGS,SAMN40929072,SRR28624936
PRJNA1095567,SRR28535451,SAMN40730002,public,2024-04-05,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500,human skin metagenome,7812,502,WGS,SAMN40730002,SRR28535451
PRJNA46333,SRR3187092,SAMN04360027,public,2016-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2000,human skin metagenome,8665,202,WGS,SAMN04360027,SRR3187092
PRJEB67362,ERR12160695,SAMEA114404555,public,2023-10-27,METAGENOMIC,other,PAIRED,ILLUMINA,Illumina NovaSeq X,human skin metagenome,5004,302,WGS,SAMEA114404555,ERR12160695
PRJNA872116,SRR21973339,SAMN30890124,public,2023-06-29,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human skin metagenome,9058,302,WGS,SAMN30890124,SRR21973339
PRJNA814343,SRR18292707,SAMN26549470,public,2023-02-22,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten,human skin metagenome,9212,300,WGS,SAMN26549470,SRR18292707
PRJNA1073697,SRR27883998,SAMN39836379,public,2024-04-15,METAGENOMIC,MDA,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human skin metagenome,3491,302,WGS,SAMN39836379,SRR27883998
PRJNA935688,SRR23496189,SAMN33323468,public,2023-06-05,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500,human skin metagenome,9863,295,WGS,SAMN33323468,SRR23496189
PRJNA642893,SRR12173155,SAMN15405814,public,2021-03-11,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human skin metagenome,9710,302,WGS,SAMN15405814,SRR12173155
PRJNA1211286,SRR32020149,SAMN46271808,public,2025-04-17,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human skin metagenome,6237,290,WGS,SAMN46271808,SRR32020149
PRJNA935688,SRR23496211,SAMN33323397,public,2023-06-05,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500,human skin metagenome,9869,295,WGS,SAMN33323397,SRR23496211
PRJNA854811,SRR20002484,SAMN29453717,public,2024-07-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human skin metagenome,8628,302,WGS,SAMN29453717,SRR20002484
PRJNA732527,SRR14741627,SAMN19580723,public,2025-06-05,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500,human skin metagenome,9978,195,WGS,SAMN19580723,SRR14741627
PRJNA1155269,SRR30883057,SAMN43494640,public,2024-11-25,GENOMIC,RANDOM PCR,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human skin metagenome,5457,240,WGS,SAMN43494640,SRR30883057
PRJNA558989,SRR9965960,SAMN12509074,public,2020-08-16,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500,human skin metagenome,5562,302,WGS,SAMN12509074,SRR9965960
PRJNA260091,SRR1291027,SAMN02777107,public,2016-03-25,METATRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina Genome Analyzer IIx,human skin metagenome,4183,168,RNA-Seq,SAMN02777107,SRR1291027
PRJNA906500,SRR22444350,SAMN31926621,public,2022-12-08,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human skin metagenome,9567,302,WGS,SAMN31926621,SRR22444350
PRJNA937066,SRR23595630,SAMN33388226,public,2023-09-24,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq X,human skin metagenome,7274,302,WGS,SAMN33388226,SRR23595630
PRJNA277905,SRR1950742,SAMN03398556,public,2016-03-26,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2000,human skin metagenome,3908,200,WGS,SAMN03398556,SRR1950742
PRJNA1013332,SRR25936500,SAMN37295792,public,2023-09-07,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 3000,human skin metagenome,9682,300,WGS,SAMN37295792,SRR25936500
PRJNA814343,SRR18292705,SAMN26549471,public,2023-02-22,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten,human skin metagenome,9279,300,WGS,SAMN26549471,SRR18292705
PRJNA266117,SRR1647188,SAMN03159821,public,2014-11-16,METAGENOMIC,RANDOM PCR,PAIRED,ILLUMINA,Illumina HiSeq 2500,human skin metagenome,2283,271,WGA,SAMN03159821,SRR1647188
PRJNA260091,SRR2027245,SAMN03614188,public,2016-05-14,METATRANSCRIPTOMIC,unspecified,PAIRED,ILLUMINA,Illumina HiSeq 2500,human skin metagenome,4112,100,RNA-Seq,SAMN03614188,SRR2027245
PRJNA46333,SRR3182023,SAMN04359761,public,2016-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2000,human skin metagenome,8535,202,WGS,SAMN04359761,SRR3182023
PRJNA906500,SRR22444362,SAMN31926499,public,2022-12-08,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human skin metagenome,9595,302,WGS,SAMN31926499,SRR22444362
PRJNA1099173,SRR28624990,SAMN40929130,public,2024-04-11,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 3000,human skin metagenome,6219,201,WGS,SAMN40929130,SRR28624990
PRJNA642893,SRR12173669,SAMN15405847,public,2021-03-11,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human skin metagenome,8988,302,WGS,SAMN15405847,SRR12173669
PRJNA266117,SRR1647483,SAMN03160116,public,2014-11-16,METAGENOMIC,RANDOM PCR,PAIRED,ILLUMINA,Illumina HiSeq 2500,human skin metagenome,1624,260,WGA,SAMN03160116,SRR1647483
PRJNA604820,SRR17548767,SAMN21207554,public,2022-01-12,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human skin metagenome,8229,302,WGS,SAMN21207554,SRR17548767
PRJNA506988,SRR8247588,SAMN10477960,public,2018-11-27,METAGENOMIC,RANDOM PCR,PAIRED,ILLUMINA,Illumina HiSeq 4000,human skin metagenome,4687,281,WGA,SAMN10477960,SRR8247588
PRJNA935265,SRR23704138,SAMN33331079,public,2025-01-20,METAGENOMIC,RANDOM PCR,PAIRED,ILLUMINA,Illumina HiSeq 4000,human skin metagenome,7297,302,WGS,SAMN33331079,SRR23704138
PRJNA1134112,SRR29763396,SAMN42393265,public,2024-07-10,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human skin metagenome,9918,302,WGS,SAMN42393265,SRR29763396
PRJNA277905,SRR1950750,SAMN03398564,public,2016-03-26,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2000,human skin metagenome,4934,200,WGS,SAMN03398564,SRR1950750
PRJNA659776,SRR12542671,SAMN15925774,public,2021-09-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500,human skin metagenome,9167,302,WGS,SAMN15925774,SRR12542671
PRJNA266117,SRR1647408,SAMN03160041,public,2014-11-16,METAGENOMIC,RANDOM PCR,PAIRED,ILLUMINA,Illumina HiSeq 2500,human skin metagenome,1960,257,WGA,SAMN03160041,SRR1647408
PRJNA1129267,SRR29646171,SAMN42148624,public,2025-06-21,TRANSCRIPTOMIC,other,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,4123,302,RNA-Seq,SAMN42148624,SRR29646171
PRJDB20343,DRR658767,SAMD00889233,public,2025-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X,human oral metagenome,2821,299,WGS,SAMD00889233,DRR658767
PRJDB20343,DRR658775,SAMD00889241,public,2025-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X,human oral metagenome,9461,299,WGS,SAMD00889241,DRR658775
PRJNA1129267,SRR29646177,SAMN42148610,public,2025-06-21,TRANSCRIPTOMIC,other,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,3537,302,RNA-Seq,SAMN42148610,SRR29646177
PRJNA1129267,SRR29646163,SAMN42148619,public,2025-06-21,TRANSCRIPTOMIC,other,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,4171,302,RNA-Seq,SAMN42148619,SRR29646163
PRJEB74139,ERR12814860,SAMEA115430622,public,2025-05-02,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,8020,300,WGS,SAMEA115430622,ERR12814860
PRJEB74139,ERR12814950,SAMEA115430615,public,2025-05-02,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,7840,300,WGS,SAMEA115430615,ERR12814950
PRJDB20343,DRR658771,SAMD00889237,public,2025-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X,human oral metagenome,7875,299,WGS,SAMD00889237,DRR658771
PRJNA698366,SRR29257785,SAMN41640539,public,2025-06-30,METAGENOMIC,RANDOM PCR,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human nasopharyngeal metagenome,2965,290,WGS,SAMN41640539,SRR29257785
PRJNA1129267,SRR29646172,SAMN42148623,public,2025-06-21,TRANSCRIPTOMIC,other,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,4073,302,RNA-Seq,SAMN42148623,SRR29646172
PRJEB79944,ERR15003884,SAMEA118336086,public,2025-05-22,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,6181,292,WGS,SAMEA118336086,ERR15003884
PRJNA1129267,SRR29646176,SAMN42148611,public,2025-06-21,TRANSCRIPTOMIC,other,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,3982,302,RNA-Seq,SAMN42148611,SRR29646176
PRJEB74139,ERR12814859,SAMEA115430621,public,2025-05-02,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,8149,300,WGS,SAMEA115430621,ERR12814859
PRJNA1129267,SRR29646169,SAMN42148613,public,2025-06-21,TRANSCRIPTOMIC,other,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,4278,302,RNA-Seq,SAMN42148613,SRR29646169
PRJEB79944,ERR15003784,SAMEA118335986,public,2025-05-21,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,7253,291,WGS,SAMEA118335986,ERR15003784
PRJNA1268909,SRR33730262,SAMN48767577,public,2025-05-28,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus,human oral metagenome,3135,264,WGS,SAMN48767577,SRR33730262
PRJNA698366,SRR29257988,SAMN41640496,public,2025-06-30,METAGENOMIC,RANDOM PCR,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human nasopharyngeal metagenome,1316,294,WGS,SAMN41640496,SRR29257988
PRJDB20343,DRR658781,SAMD00889247,public,2025-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X,human oral metagenome,7266,299,WGS,SAMD00889247,DRR658781
PRJEB74139,ERR12814863,SAMEA115430624,public,2025-05-02,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,8031,300,WGS,SAMEA115430624,ERR12814863
PRJNA1129267,SRR29646167,SAMN42148615,public,2025-06-21,TRANSCRIPTOMIC,other,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,3744,302,RNA-Seq,SAMN42148615,SRR29646167
PRJNA1129267,SRR29646170,SAMN42148612,public,2025-06-21,TRANSCRIPTOMIC,other,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,3615,302,RNA-Seq,SAMN42148612,SRR29646170
PRJEB79944,ERR15003930,SAMEA118336132,public,2025-05-21,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,9114,275,WGS,SAMEA118336132,ERR15003930
PRJNA1268909,SRR33730256,SAMN48767565,public,2025-05-28,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus,human oral metagenome,2735,281,WGS,SAMN48767565,SRR33730256
PRJEB79944,ERR15003786,SAMEA118335988,public,2025-05-21,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,5190,295,WGS,SAMEA118335988,ERR15003786
PRJNA698366,SRR29257786,SAMN41640538,public,2025-06-30,METAGENOMIC,RANDOM PCR,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human nasopharyngeal metagenome,2412,292,WGS,SAMN41640538,SRR29257786
PRJNA1268909,SRR33730226,SAMN48767610,public,2025-05-28,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus,human oral metagenome,5328,240,WGS,SAMN48767610,SRR33730226
PRJDB20343,DRR658782,SAMD00889248,public,2025-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X,human oral metagenome,6202,299,WGS,SAMD00889248,DRR658782
PRJEB79944,ERR15003946,SAMEA118336148,public,2025-05-22,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,6966,285,WGS,SAMEA118336148,ERR15003946
PRJEB79944,ERR15003936,SAMEA118336138,public,2025-05-21,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,5056,290,WGS,SAMEA118336138,ERR15003936
PRJNA1129267,SRR29646168,SAMN42148614,public,2025-06-21,TRANSCRIPTOMIC,other,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,3994,302,RNA-Seq,SAMN42148614,SRR29646168
PRJNA698366,SRR29257787,SAMN41640537,public,2025-06-30,METAGENOMIC,RANDOM PCR,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human nasopharyngeal metagenome,2538,290,WGS,SAMN41640537,SRR29257787
PRJNA1268909,SRR33730243,SAMN48767594,public,2025-05-28,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus,human oral metagenome,2936,267,WGS,SAMN48767594,SRR33730243
PRJNA1268909,SRR33730255,SAMN48767583,public,2025-05-28,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus,human oral metagenome,4061,274,WGS,SAMN48767583,SRR33730255
PRJNA698366,SRR29257784,SAMN41640540,public,2025-06-30,METAGENOMIC,RANDOM PCR,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human nasopharyngeal metagenome,1293,289,WGS,SAMN41640540,SRR29257784
PRJEB79944,ERR15003941,SAMEA118336143,public,2025-05-21,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,5255,291,WGS,SAMEA118336143,ERR15003941
PRJDB20343,DRR658760,SAMD00889226,public,2025-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X,human oral metagenome,6738,299,WGS,SAMD00889226,DRR658760
PRJEB79944,ERR15003805,SAMEA118336007,public,2025-05-22,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,7397,291,WGS,SAMEA118336007,ERR15003805
PRJEB74139,ERR12814865,SAMEA115430625,public,2025-05-02,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,9449,300,WGS,SAMEA115430625,ERR12814865
PRJDB20343,DRR658753,SAMD00889219,public,2025-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X,human oral metagenome,8055,298,WGS,SAMD00889219,DRR658753
PRJEB74139,ERR12814951,SAMEA115430616,public,2025-05-02,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,8073,300,WGS,SAMEA115430616,ERR12814951
PRJDB20343,DRR658758,SAMD00889224,public,2025-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X,human oral metagenome,4709,299,WGS,SAMD00889224,DRR658758
PRJDB20343,DRR658779,SAMD00889245,public,2025-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X,human oral metagenome,3650,299,WGS,SAMD00889245,DRR658779
PRJEB79944,ERR15003956,SAMEA118336158,public,2025-05-21,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,4923,295,WGS,SAMEA118336158,ERR15003956
PRJDB20343,DRR658757,SAMD00889223,public,2025-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X,human oral metagenome,9683,299,WGS,SAMD00889223,DRR658757
PRJNA1268909,SRR33730230,SAMN48767606,public,2025-05-28,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus,human oral metagenome,3509,259,WGS,SAMN48767606,SRR33730230
PRJNA698366,SRR29257912,SAMN41640426,public,2025-06-30,METAGENOMIC,RANDOM PCR,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human nasopharyngeal metagenome,1161,296,WGS,SAMN41640426,SRR29257912
PRJNA1268909,SRR33730247,SAMN48767591,public,2025-05-28,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus,human oral metagenome,5320,281,WGS,SAMN48767591,SRR33730247
PRJNA1268909,SRR33730233,SAMN48767603,public,2025-05-28,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus,human oral metagenome,3553,233,WGS,SAMN48767603,SRR33730233
PRJEB74139,ERR12814947,SAMEA115430613,public,2025-05-02,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,8663,300,WGS,SAMEA115430613,ERR12814947
PRJEB74139,ERR12814953,SAMEA115430618,public,2025-05-02,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,9911,300,WGS,SAMEA115430618,ERR12814953
PRJNA1268909,SRR33730196,SAMN48767637,public,2025-05-28,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus,human oral metagenome,3099,255,WGS,SAMN48767637,SRR33730196
PRJDB20343,DRR658774,SAMD00889240,public,2025-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X,human oral metagenome,4248,299,WGS,SAMD00889240,DRR658774
PRJDB20343,DRR658764,SAMD00889230,public,2025-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X,human oral metagenome,3157,299,WGS,SAMD00889230,DRR658764
PRJEB74139,ERR12814939,SAMEA115430608,public,2025-05-02,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,8751,300,WGS,SAMEA115430608,ERR12814939
PRJEB74139,ERR12814952,SAMEA115430617,public,2025-05-02,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,9263,300,WGS,SAMEA115430617,ERR12814952
PRJNA1268909,SRR33730229,SAMN48767607,public,2025-05-28,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus,human oral metagenome,9659,245,WGS,SAMN48767607,SRR33730229
PRJEB74139,ERR12814948,SAMEA115430614,public,2025-05-02,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,8280,300,WGS,SAMEA115430614,ERR12814948
PRJNA1268909,SRR33730257,SAMN48767582,public,2025-05-28,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus,human oral metagenome,3957,264,WGS,SAMN48767582,SRR33730257
